cip_year,project_type,source_page,department,project_name,start_year,end_year,address_location,previous_appropriations,project_total,year_2024,year_2025,year_2026,year_2027,validation_label
2024,Stormwater Drainage Management,89,Other GO CIP - Non-Debt,Peaks Branch Upper Basin Relief System (RL Area 13),2027,2027,Citywide,0,4500000,0,0,0,4500000,
2024,Stormwater Drainage Management,89,Other GO CIP - Non-Debt,Pensive Drive Channel/ Walnut Hill Relief System,2024,2024,6,1116947,12828182,11711235,0,0,0,
2024,Stormwater Drainage Management,89,Other GO CIP - Debt,Pensive Drive Channel/Walnut Hill Relief System,2024,2024,Citywide,0,10000,10000,0,0,0,
2024,Stormwater Drainage Management,89,Other GO CIP - Non-Debt,Plano Pky. 8800,2026,2027,10,0,690000,0,0,103500,586500,
2024,Stormwater Drainage Management,89,Other GO CIP - Non-Debt,Planters Glen 12542,2026,2027,13,0,200000,0,0,30000,170000,
2024,Stormwater Drainage Management,89,Other GO CIP - Non-Debt,Pleasant Branch Tonawanda to Bruton,2024,2024,5,0,4686151,4686151,0,0,0,
2024,Stormwater Drainage Management,89,Other GO CIP - Non-Debt,Plymouth Road Drainage Relief (Avon to Bahama),2024,2026,1,0,400000,48000,0,352000,0,
2024,Stormwater Drainage Management,89,Other GO CIP - Non-Debt,Polk Street 3425 (RL Area 38),2024,2025,4,0,1100000,440000,660000,0,0,
2024,Flood Management,90,2017 Bonds,Prairie Creek Channel & Bridge Improvement @ 175,2024,2024,5,85817,701178,615361,0,0,0,
2024,Storm Drainage Relief System,90,2017 Bonds,Prairie Oak Drive 9321 (RL Area 33),2024,2024,5,70737,425000,354263,0,0,0,
2024,Stormwater Drainage Management,90,Other GO CIP - Non-Debt,Pratt St @ Mayrant Dr. Erosion Control,2024,2025,1,0,350000,42000,308000,0,0,
2024,Stormwater Drainage Management,90,Other GO CIP - Non-Debt,Pressure Sewer,2025,2025,Citywide,0,5000000,0,5000000,0,0,
2024,Stormwater Drainage Management,90,Other GO CIP - Non-Debt,Preston Bend Drive 17110,2024,2024,12,95948,653148,557200,0,0,0,
2024,Stormwater Drainage Management,90,Other GO CIP - Non-Debt,Preston Creek Place 6166,2026,2027,11,0,150000,0,0,22500,127500,
2024,Flood Management,90,2017 Bonds,Preston Hollow Channel Phases 1& 2 Desco,2024,2024,13,208076,1854000,1645924,0,0,0,
2024,Stormwater Drainage Management,90,Other GO CIP - Non-Debt,Private Creek Assistance,2025,2027,Citywide,0,250000,0,50000,50000,150000,
2024,Flood Management,90,2024 Bonds,Pruitt Branch @ C F Hawn,2027,2027,5 8,0,575000,0,0,0,575000,
2024,Erosion Control,90,2024 Bonds,Ravinia S. 3338,2025,2027,3,0,503125,0,75469,0,427656,
2024,Stormwater Drainage Management,90,Other GO CIP - Debt,Ravinia South 123,2025,2026,1,0,250000,0,37500,212500,0,
2024,Stormwater Drainage Management,90,Other GO CIP - Non-Debt,Red Bird Branch Culvert @ Red Bird Lane,2024,2024,3,341951,1178448,836497,0,0,0,
2024,Flood Management,90,2024 Bonds,Reinhart Branch Flood Management Study Update,2026,2026,9,0,230000,0,0,230000,0,
2024,Stormwater Drainage Management,90,Other GO CIP - Non-Debt,Repetitive Loss Properties,2024,2027,Citywide,0,2530924,630924,0,1000000,900000,
2024,Erosion Control,90,2017 Bonds,Rexford Dr @ Shorecrest Dr,2024,2024,13,427952,409475,-18477,0,0,0,
2024,Stormwater Drainage Management,91,Other GO CIP - Debt,Roof & HVAC Replacements,2024,2027,Citywide,0,2465755,865755,200000,750000,650000,
2024,Storm Drainage Relief System,91,2017 Bonds,Royal Lane 3162 (RL Area 7),2024,2024,13,45466,220000,174534,0,0,0,
2024,Storm Drainage Relief System,91,2017 Bonds,Royal Lane 7012,,,11,1658995,1658995,0,0,0,0,
2024,Storm Drainage Relief System,91,2024 Bonds,Royal Spring 10510 Storm Drainage Relief,2027,2027,13,0,123575,0,0,0,123575,
2024,Stormwater Drainage Management,91,Other GO CIP - Non-Debt,Sage Valley - Wisteria Area,2026,2027,3,0,605000,0,0,90750,514250,
2024,Storm Drainage Relief System,91,2024 Bonds,Sanford Ave Relief System (Little Forest Hill) Phase 2,2026,2027,9,0,2300000,0,0,345000,1955000,
2024,Stormwater Drainage Management,91,Other GO CIP - Debt,SDM Equipment Notes,2025,2027,Citywide,0,12500000,0,2500000,2500000,7500000,
2024,Erosion Control,91,2024 Bonds,Sheldon Ave 3303 (Fire Station 26),2025,2027,1,0,805000,0,120750,0,684250,
2024,Stormwater Drainage Management,91,Other GO CIP - Non-Debt,Sinclair 10514,2024,2024,9,31196,162196,131000,0,0,0,
2024,Stormwater Drainage Management,91,Other GO CIP - Non-Debt,Slaughter Branch Culvert Improvement @ NW Hwy,2027,2027,13,0,303600,0,0,0,303600,
2024,Stormwater Drainage Management,91,Other GO CIP - Debt,Sonnet Drive Drainage Relief System,2024,2025,13,0,3410949,682949,2728000,0,0,
2024,Stormwater Drainage Management,92,Other GO CIP - Non-Debt,South Lamar Ph. 2 - Pear Mooney Bannock Area,2024,2024,7,472518,4054518,3582000,0,0,0,
2024,Stormwater Drainage Management,92,2024 Bonds,Southwood - Franklin (S) Area,2027,2027,3,0,2012500,0,0,0,2012500,
2024,Storm Drainage Relief System,92,2024 Bonds,Spring Grove 13300 Block,2026,2027,11,0,1725000,0,0,258750,1466250,
2024,Erosion Control,92,2024 Bonds,Springhill Dr 2302 2310 2314 & 2320,2025,2027,2,0,1557675,0,233651,0,1324024,
2024,Storm Drainage Relief System,92,2017 Bonds,State-Thomas - Flora/Boll to Fairmont,2024,2024,14,107850,495000,387150,0,0,0,
2024,Storm Drainage Relief System,92,2006 Bonds,State-Thomas @ Woodall Rodgers,2024,2024,Citywide,2410657,2281875,-128782,0,0,0,
2024,Stormwater Drainage Management,92,Other GO CIP - Non-Debt,Storm Water Operations Facility,2024,2024,Citywide,0,11000000,11000000,0,0,0,
2024,Stormwater Drainage Management,92,Other GO CIP - Non-Debt,Summer Creek Circle 6145 6153 6155 6157,2024,2024,13,248325,1925925,1677600,0,0,0,
2024,Erosion Control,92,2012 Bonds,Tamarack 1745 1739 1751,2024,2024,2,125416,187155,61739,0,0,0,
2024,Erosion Control,92,2017 Bonds,Teakwood Elmridge Drainage Relief,,,11,931726,931726,0,0,0,0,
2024,Stormwater Drainage Management,92,Other GO CIP - Non-Debt,Throckmorton-Reagan- Drainage Improvements,2024,2024,2,682800,6553018,5870218,0,0,0,
2024,Stormwater Drainage Management,92,Other GO CIP - Non-Debt,Trammel Drive 6561,2024,2024,9,31176,162176,131000,0,0,0,
2024,Erosion Control,92,2017 Bonds,Tree Shadow Trail 5910,2024,2024,12,204317,396597,192280,0,0,0,
2024,Stormwater Drainage Management,92,Other GO CIP - Non-Debt,Trinity River - Lower East @ Bellevue Pressure Sewer,2027,2027,2,0,1600000,0,0,0,1600000,
2024,Stormwater Drainage Management,93,Other GO CIP - Non-Debt,Trinity River - Lower East @ RR / Courts Building,2027,2027,6,0,1600000,0,0,0,1600000,
2024,Stormwater Drainage Management,93,Other GO CIP - Non-Debt,Trinity River - Lower West @ Margaret Hunt Hill / Ron Kirk Pedestrian Bridge,2027,2027,6,0,2500000,0,0,0,2500000,
2024,Stormwater Drainage Management,93,Other GO CIP - Non-Debt,Trinity River Channel Project,2027,2027,2 6 7,0,2760000,0,0,0,2760000,
2024,Stormwater Drainage Management,93,Other GO CIP - Non-Debt,Turtle Creek @ Bowen Area - Storm Drainage Relief,2024,2024,14,43828,320000,276172,0,0,0,
2024,Stormwater Drainage Management,93,Other GO CIP - Non-Debt,Turtle Creek @ Hall,2027,2027,14,0,1164000,0,0,0,1164000,
2024,Stormwater Drainage Management,93,Other GO CIP - Non-Debt,Turtle Creek @ Stonebridge,2027,2027,14,0,888000,0,0,0,888000,
2024,Erosion Control,93,2006 Bonds,Twin Creek 9726,,,2,874490,874490,0,0,0,0,
2024,Stormwater Drainage Management,93,Other GO CIP - Non-Debt,Twin Lakes Dredging,,,5,1790643,1790643,0,0,0,0,
2024,Stormwater Drainage Management,93,Other GO CIP - Non-Debt,Tyler (S) - Berkley,2026,2027,1,0,3270000,0,0,490500,2779500,
2024,Stormwater Drainage Management,93,Other GO CIP - Non-Debt,University Hills (Houston School St) Bridge@ Ricketts Branch,2024,2025,3,6000,1000000,144000,850000,0,0,
2024,Trinity River Corridor Projects,93,2006 Bonds,USACE Partnership Funds,2024,2024,Citywide,7500,1500,-6000,0,0,0,
2024,Stormwater Drainage Management,93,Other GO CIP - Non-Debt,Van Buren (N) - Cedar Hill Area,2026,2027,1,0,1200000,0,0,180000,1020000,
2024,Erosion Control,93,2017 Bonds,Versailles 3500,2024,2024,13,609990,787199,177209,0,0,0,
2024,Storm Drainage Relief System,93,2024 Bonds,Weeburn 3677 Storm Drainage Relief,2027,2027,13,0,172500,0,0,0,172500,
2024,Stormwater Drainage Management,94,Other GO CIP - Non-Debt,Welch 11811,2026,2027,13,0,150000,0,0,22500,127500,
2024,Stormwater Drainage Management,94,2024 Bonds,Wentwood 7314,2027,2027,13,0,241500,0,0,0,241500,
2024,Stormwater Drainage Management,94,Other GO CIP - Non-Debt,West Dallas - Eagle Ford Sump Basin Phase 2,2027,2027,Citywide,0,1390200,0,0,0,1390200,
2024,Stormwater Drainage Management,94,Other GO CIP - Non-Debt,West Dallas - Frances Street Sump Basin,2027,2027,Citywide,0,661800,0,0,0,661800,
2024,Stormwater Drainage Management,94,Other GO CIP - Non-Debt,West Fork of Joes Creek Channel Repair - Brockbank Dr @ Channel Dr,2026,2027,6,0,1150000,0,0,172500,977500,
2024,Flood Management,94,2024 Bonds,White Rock Creek Floodplain Management Study Update,2026,2026,Citywide,0,1035000,0,0,1035000,0,
2024,Storm Drainage Relief System,94,2024 Bonds,Whitehall 3870 Storm Drainage Relief,2027,2027,13,0,161000,0,0,0,161000,
2024,Stormwater Drainage Management,94,Other GO CIP - Debt,Williamson Branch FPMS Alt 2,2024,2027,4,0,26854100,4109100,4500000,12000000,6245000,
2024,Stormwater Drainage Management,94,Other GO CIP - Non-Debt,Winslow-Henderson- Beeman Area Relief,2027,2027,27,0,4258800,0,0,0,4258800,
2024,Erosion Control,94,2024 Bonds,Wixom Lane 835,2025,2027,8,0,201250,0,30188,0,171063,
2024,Stormwater Drainage Management,94,Other GO CIP - Non-Debt,Woodlark Trail 306,2026,2027,3,0,51000,0,0,7650,43350,
2024,Stormwater Drainage Management,94,Other GO CIP - Debt,Woody Branch @ S Polk St,2024,2027,3,0,10445000,509500,5935500,0,4000000,
2024,Stormwater Drainage Management,95,Other GO CIP - Debt,Woody Branch Dam Rehabilitation,2025,2027,3,0,5000000,0,750000,0,4250000,
2024,Stormwater Drainage Management,95,Other GO CIP - Non-Debt,Woody Branch Erosion Control - Glen Oaks Blvd & Hunters View Group 5,2027,2027,3,0,250425,0,0,0,250425,
2024,Erosion Control,95,2024 Bonds,Woody Branch Erosion Control- Glen Oaks & Hunters View Grp 2,2025,2027,4,0,790725,0,118438,0,672287,
2024,Erosion Control,95,2024 Bonds,Woody Branch Erosion Control- Glen Oaks & Hunters View Grp 6,2025,2027,4,0,1292025,0,193804,0,1098221,
2024,Stormwater Drainage Management,95,Other GO CIP - Non-Debt,Woody Branch Floodplain Management Study,2024,2024,Citywide,0,200000,200000,0,0,0,
2024,Stormwater Drainage Management,95,2024 Bonds,Yolanda Circle 5636,2027,2027,13,0,218500,0,0,0,218500,
2024,Stormwater Drainage Management,95,Other GO CIP - Non-Debt,Yosemite 6664,2026,2027,9,0,42000,0,0,6300,35700,
2024,Major Maintenance,103,Other GO CIP - Debt,2017 Bond Reserves,2024,2024,Citywide,0,1150000,1150000,0,0,0,
2024,Park Land Acquisition,103,Other GO CIP - Non-Debt,5580 Peterson,2024,2024,Citywide,859884,865727,5843,0,0,0,
2024,Site Development,103,2024 Bonds,Abrams Triangle Park - Monuments,2025,2025,14,0,60000,0,60000,0,0,
2024,Code Compliance Safety and Security,103,2017 Bonds,Anderson Bonner - Creek Bank Stabilization,2024,2024,11,205113,1250000,1044887,0,0,0,
2024,Playground Improvement,103,2024 Bonds,Apache Park - Playground (New),2027,2027,5,0,300000,0,0,0,300000,
2024,Recreation Centers,103,2024 Bonds,Arcadia Recreation Ctr- Inter Upgrades- Safety and Security,2025,2025,3,0,768670,0,768670,0,0,
2024,Playground Improvement,103,2024 Bonds,Arden Terrace Park - Playground Replacement,2027,2027,8,0,300000,0,0,0,300000,
2024,Playground Improvement,103,2024 Bonds,Arlington Park - Playground Replacement,2025,2025,2,0,300000,0,300000,0,0,
2024,Recreation Centers,104,2024 Bonds,Arlington Recreation Center - Safety and Security,2025,2025,2,0,1089065,0,1089065,0,0,
2024,Playground Improvement,104,2024 Bonds,Bachman Lake - Playground Replacement,2027,2027,6,0,750000,0,0,0,750000,
2024,Playground Improvement,104,2024 Bonds,Bachman Lake Park - Shade Structure and PIP Surfacing,2025,2026,6,0,750000,0,75000,675000,0,
2024,Site Development,104,2017 Bonds,Bachman Lake Skatepark,,,6,4054068,4054068,0,0,0,0,
2024,Hike and Bike Trails,104,2024 Bonds,Bachman Lake Trail - Trail Connectivity,2026,2026,6,0,250000,0,0,250000,0,
2024,Aquatic Facilities,104,2024 Bonds,Bachman Parking Lot (Aquatics Skate Park),2025,2025,6,0,1500000,0,1500000,0,0,
2024,Recreation Centers,104,2024 Bonds,Bachman Recreation Center - Auditorium Renovations,2026,2027,6,0,1500000,0,0,300000,1200000,
2024,Playground Improvement,104,2024 Bonds,Barry H. Barker Park - Playground Replacement,2027,2027,12,0,300000,0,0,0,300000,
2024,Playground Improvement,104,2024 Bonds,Bel Aire Park - Playground Replacement,2027,2027,9,0,200000,0,0,0,200000,
2024,Site Development,104,2024 Bonds,Benito Jaurez Parque De Heroes - Park Furnishings Pkg,2025,2025,6,0,25000,0,25000,0,0,
2024,Playground Improvement,105,2024 Bonds,Bent Tree Meadow Park - Playground Replacement,2025,2025,12,0,300000,0,300000,0,0,
2024,Playground Improvement,105,2017 Bonds,Bent Tree Meadow Park Playground,2024,2024,12,0,250000,250000,0,0,0,
2024,Site Development,105,2024 Bonds,Bickers Park - Park Furnishings Package,2025,2025,6,0,45000,0,45000,0,0,
2024,Hike and Bike Trails,105,2024 Bonds,Big Cedar Wilderness - Implementation,2027,2027,3,0,1500000,0,0,0,1500000,
2024,Neighborhood Park Facilities,105,2017 Bonds,Bishop Flores Park - Connecting walkway to neighborhood,2024,2024,6,0,722750,722750,0,0,0,
2024,Playground Improvement,105,2024 Bonds,Bitter Creek Park - Playground Replacement,2027,2027,5,0,300000,0,0,0,300000,
2024,Hike and Bike Trails,105,2024 Bonds,Bitter Creek Park Trail,2027,2027,5,0,600000,0,0,0,600000,
2024,Community Parks,105,2017 Bonds,Brownwood Park - Soccer Field,2024,2024,6,50305,297000,246695,0,0,0,
2024,Recreation Centers,105,2024 Bonds,Buckner Forney Rec Ctr (New),2025,2025,7,0,1000000,0,1000000,0,0,
2024,Site Development,105,2024 Bonds,Bushman Park - Site Development,2025,2025,4,0,20000,0,20000,0,0,
2024,Site Development,105,2024 Bonds,Bushmills - Park Site Improvements,2025,2025,10,0,300000,0,300000,0,0,
2024,Site Development,106,2017 Bonds,Cadillac Heights Park,,,4,1224057,1224057,0,0,0,0,
2024,Playground Improvement,106,2024 Bonds,Campbell Green Park - Playground Replacement (Large),2025,2025,12,0,750000,0,750000,0,0,
2024,Recreation Centers,106,2024 Bonds,Campbell Green Rec Ctr- Inter Upgrades- Safety and Security,2025,2025,12,0,1564018,0,1564018,0,0,
2024,Recreation Centers,106,2017 Bonds,Campbell Green Recreation Center,2024,2024,12,0,974000,974000,0,0,0,
2024,Recreation Centers,106,2024 Bonds,Campbell Green Recreation Ctr - Mjr Renovation/Replace ment,2025,2025,12,0,7000000,0,7000000,0,0,
2024,Playground Improvement,106,2024 Bonds,Casa View Park - Playground Replacement,2025,2025,9,0,200000,0,200000,0,0,
2024,Site Development,106,2024 Bonds,Cedar Crest Golf Course - Facility Improvements,2026,2026,4,0,1000000,0,0,1000000,0,
2024,Playground Improvement,106,2024 Bonds,Cheyenne - Playground Replacement,2027,2027,5,0,300000,0,0,0,300000,
2024,Hike and Bike Trails,106,2017 Bonds,Circuit Trail - The LOOP (Match),2024,2024,2 4 5 6 7 9,6414374,19854125,13439751,0,0,0,
2024,Site Development,106,2024 Bonds,City (Pauper's) Cemetary - Sign Design,2025,2025,6,0,10000,0,10000,0,0,
2024,Major Maintenance,106,Other GO CIP - Non-Debt,City Facilities - Fair Park and Other Park Facility Repairs,2024,2024,Citywide,851272,1000000,148728,0,0,0,
2024,Playground Improvement,107,2024 Bonds,Cochran Park - Playground Replacement,2027,2027,14,0,300000,0,0,0,300000,
2024,Playground Improvement,107,2024 Bonds,Cole Park - Playground Replacement,2027,2027,14,0,300000,0,0,0,300000,
2024,Aquatic Facilities,107,2024 Bonds,Community Pools (TBD) (CD8 Prj),2025,2026,8,0,1000000,0,200000,800000,0,
2024,Hike and Bike Trails,107,2017 Bonds,Coombs Creek Trail - from Hampton/ Davis to Moss Park,2024,2024,1,1611209,2179459,568250,0,0,0,
2024,Playground Improvement,107,2024 Bonds,Cotillion Park - Playground Replacement,2027,2027,9,0,300000,0,0,0,300000,
2024,Hike and Bike Trails,107,2024 Bonds,Cottonbelt Trail - Trailhead Development,2026,2026,12,0,1000000,0,0,1000000,0,
2024,Code Compliance Safety and Security,107,2017 Bonds,Cottonwood Park - Playground - Add Equipment,2024,2024,11,0,100000,100000,0,0,0,
2024,Playground Improvement,107,2024 Bonds,Cottonwood Park - Playground Replacement,2025,2025,11,0,300000,0,300000,0,0,
2024,Playground Improvement,107,2024 Bonds,Craddock Park - Shade Structure,2025,2025,14,0,20000,0,20000,0,0,
2024,Site Development,107,2024 Bonds,Crawford Memorial Park - Master Plan Implementation Ph II,2025,2026,5,0,9000000,0,1800000,7200000,0,
2024,Playground Improvement,107,2024 Bonds,Crestline Park - Playground Replacement,2027,2027,13,0,300000,0,0,0,300000,
2024,Playground Improvement,108,2024 Bonds,Cummings Park - Playground Replacement,2025,2025,4,0,300000,0,300000,0,0,
2024,Aquatic Facilities,108,2024 Bonds,D5 Sprayground (New) (CD5 Prj),2027,2027,5,0,3000000,0,0,0,3000000,
2024,Playground Improvement,108,2024 Bonds,D7 (Park B) - Playground Replacement (TBD),2027,2027,7,0,300000,0,0,0,300000,
2024,Dallas Arboretum,108,2024 Bonds,Dallas Arboretum - Upgrades Multiple Buildings,2027,2027,9,0,4000000,0,0,0,4000000,
2024,Hike and Bike Trails,108,2024 Bonds,Dallas Cultural Trail - Development,2027,2027,2,0,250000,0,0,0,250000,
2024,Park Land Acquisition,108,2024 Bonds,Dallas International District - Land Acquisition,2025,2026,11,0,20000000,0,10000000,10000000,0,
2024,Major Park Facilities,108,2024 Bonds,Dallas Water Commons - Dvlpmnt; Recr Acc; SMART City CECAP,2027,2027,2,0,3000000,0,0,0,3000000,
2024,Major Park Facilities,108,2024 Bonds,Dallas Water Commons - Phase II Completion,2027,2027,2,0,250000,0,0,0,250000,
2024,Dallas Zoo,108,2024 Bonds,Dallas Zoo - Safari Trail Habitat and Security Enhancements,2027,2027,4,0,26500000,0,0,0,26500000,
2024,Dallas Zoo,108,2024 Bonds,Dallas Zoo (CD4),2027,2027,4,0,500000,0,0,0,500000,
2024,Dallas Zoo,108,2017 Bonds,Dallas Zoo (Match),2024,2024,4,234134,3495982,3261848,0,0,0,
2024,Site Development,108,2024 Bonds,Dallas Zoo (Mayor) - Site Development,2027,2027,4,0,3000000,0,0,0,3000000,
2024,Site Development,109,Other GO CIP - Non-Debt,Dickerson Street,2024,2024,12,5553703,5552932,-771,0,0,0,
2024,Code Compliance Safety and Security,109,2017 Bonds,Dixon Branch Greenbelt - Park Furnishings,2024,2024,9,55877,65507,9630,0,0,0,
2024,Downtown Parks,109,Other GO CIP - Non-Debt,Downtown Park Development,2024,2024,Citywide,4936299,5259409,323110,0,0,0,
2024,Playground Improvement,109,2024 Bonds,Elmwood Parkway - Playground Enhancements,2027,2027,1,0,125000,0,0,0,125000,
2024,Recreation Centers,109,2024 Bonds,Eloise Lundy Rec Cntr – Inter Upgrds Safety and Security,2025,2025,4,0,1360431,0,1360431,0,0,
2024,Playground Improvement,109,2024 Bonds,Emerald Lake Park - Playground Replacement,2027,2027,3,0,300000,0,0,0,300000,
2024,Playground Improvement,109,2024 Bonds,Emma Carter Park - Playground Rplcmt Shade Structure,2027,2027,6,0,351500,0,0,0,351500,
2024,Playground Improvement,109,2024 Bonds,Everglade Park - Playground Replacement,2025,2025,7,0,750000,0,750000,0,0,
2024,Neighborhood Park Facilities,109,2017 Bonds,Everglade Park Pavilion,2024,2024,7,0,150000,150000,0,0,0,
2024,Playground Improvement,109,2024 Bonds,Exall Park - Playground,2027,2027,14,0,300000,0,0,0,300000,
2024,Recreation Centers,109,2024 Bonds,Exall Park Rec Cntr - Demo (New); Splash Pad Sr Ctr,2025,2027,14,0,17660000,0,3532000,0,14128000,
2024,Fair Park,109,2024 Bonds,Fair Park - AAM; MH Tx DG; C Aq; Public Safety Prkng Impr,2027,2027,7,0,5000000,0,0,0,5000000,
2024,Fair Park,109,Other GO CIP - Debt,Fair Park,,,7,31426620,31426620,0,0,0,0,
2024,Fair Park,110,Other GO CIP - Debt,Fair Park Improvements,2024,2024,7,0,58573380,58573380,0,0,0,
2024,Site Development,110,2017 Bonds,Fair Park Improvements (C) Reserves,2024,2024,Citywide,404849,627702,222853,0,0,0,
2024,Hike and Bike Trails,110,2024 Bonds,Five Mile Creek Greenbelt Master Plan Impl Kessler Plan,2027,2027,3 4,0,7000000,0,0,0,7000000,
2024,Code Compliance Safety and Security,110,2017 Bonds,Food and Fiber Building,2024,2024,Citywide,471357,1500000,1028643,0,0,0,
2024,Site Development,110,2017 Bonds,Forest Audelia Park and Site Development,2024,2024,10,330475,332000,1525,0,0,0,
