cip_year,source_page,department,project_type,project_name,project_id,address_location,previous_appropriations,project_total,project_description,project_justification,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016_2020,unidentified_funding,start_year,end_year,computed_total,residual,validation_label
2009,387,Metropolitan Wastewater,Sewer - Municipal,United States International University (USIU) Trunk Sewer,46-197.6,Council District: 7; Community Plan: Scripps Miramar Ranch,2615437,14619557,"This project provides for the replacement of the existing 2.2-mile trunk sewer and installation of maintenance access pathways and a junction structure at the United States International University. The trunk sewer starts on the west side of Interstate 15, proceeds east through Horse Ranch Canyon, and continues east on the edge of Pomerado Road to 400 feet east of Avenida Magnifica.",This project will provide for the upsizing of the trunk sewer to meet build-out capacity.,1785000,7647120,2572000,0,0,0,0,0,2010,2012,14619557,0,
2009,391,Park & Recreation,Balboa Park,Balboa Park - Florida Canyon Evaluation and Repair of Broken Storm Drain,21-876.0,Council District: 3; Community Plan: Balboa Park,1000000,1000000,"This project provides for evaluation, design, and construction to repair a damaged storm drain that leads from Park Boulevard and the San Diego Zoo Parking Lot into the Florida Canyon creek bed.",The damaged storm drain has caused a large erosion gully that fully spans the entire length of Florida Canyon from Park Boulevard east to the creek bed. This project will repair the storm drain to prevent further erosion and allow a north-south trail access to continue through the west side of Florida Canyon.,0,0,0,0,0,0,0,0,,,1000000,0,
2009,392,Park & Recreation,Balboa Park,Balboa Park - Marston Point Evaluation and Repair of Collapsed Storm Drain,21-877.0,Council District: 3; Community Plan: Balboa Park,50000,50000,"This project provides for evaluation, design and construction to repair a damaged storm drain in the Marston Point parking lot area.",The damaged storm drain causes a portion of the Marston Point parking lot area to flood and remain under water for several days after rain events. This project will repair the damaged storm drain to prevent future flooding.,0,0,0,0,0,0,0,0,,,50000,0,
2009,393,Park & Recreation,Balboa Park,Balboa Park - Morley Field Evaluation and Repair of Collapsed Storm Drain,21-875.0,Council District: 3; Community Plan: Balboa Park,50000,50000,"This project provides for evaluation, design and construction to repair a damaged storm drain in the western tennis court area of Morley Field.",The damaged storm drain causes heavy debris flow after rain events into the parking lot of the off-leash dog park. This project is needed to repair the damaged storm drain to prevent future debris flow.,0,0,0,0,0,0,0,0,,,50000,0,
2009,394,Park & Recreation,Balboa Park,Balboa Park Improvements,21-865.0,Council District: 3; Community Plan: Balboa Park,423507,423507,This project provides for permanent public capital improvements and deferred maintenance of existing facilities in Balboa Park in accordance with Ordinance 0-19113 and Municipal Code section 22.0229.,"Balboa Park, as well as open spaces and coastal beaches, helps define the City's identity, enriches quality of life and serves as a visitor attraction that strengthens the local economy. This regional treasure is threatened by increasing use and a backlog of needed improvements.",0,0,0,0,0,0,0,0,,,423507,0,
2009,395,Park & Recreation,Economic Development,North Ocean Beach - Streetscape Enhancement,39-220.0,Council District: 2; Community Plan: Ocean Beach,885000,1385000,"This project provides for streetscape improvements such as hardscape plaza, street trees, ornamental lighting, landscaping, sidewalk repairs, bicycle facilities, signage, and ADA improvements. The first phase of improvements is focused on the area at and adjacent to the intersection of Sunset Cliffs Boulevard and West Point Loma Boulevard, one of the main entries into the Ocean Beach community.","The North Ocean Beach entryway has been identified as a location for streetscape improvements by Council District 2 and by the community. The goals are to increase safety and security, enhance the community image, and contribute positively to the commercial revitalization of the affected area.",0,0,0,0,0,0,0,500000,,,1385000,0,
2009,396,Park & Recreation,Economic Development,Switzer Canyon/30th Street Bridge Enhancement Program,39-011.0,Council District: 3; Community Plan: Greater North Park,73586,298586,"This project provides for bridge landscaping, hardscape, tree planting, signage, sidewalk, median, design of traffic calming devices, and pedestrian safety features for the Switzer Canyon/30th Street Bridge.","This project provides for a variety of improvements within the boundaries of the Greater North Park Maintenance Assessment District (MAD), which will provide visual neighborhood enhancements and support commecial revitalization.",5000,5000,5000,5000,5000,5000,20000,175000,2010,2020,298586,0,
2009,397,Park & Recreation,Economic Development,Talmadge Streetscape and Lighting Improvements,39-010.0,Council District: 3; Community Plan: Mid-City,1008616,1433616,"This project provides for improvements within the Talmadge Maintenance Assessment District (MAD) including historic metal gate restoration and replacement; landscaping of the existing traffic circle located at 49th Street and Lorraine Drive; lighting improvements; and new signage, sidewalk, curb, and gutter upgrades. The MAD is divided into two zones (east and west). Ornamental lighting improvements are planned for Zone 1 (east). Upgrades and improvements to the existing lighting infrastructure are planned for Zone 2 (west).",This project provides for a variety of improvements within the boundaries of the Talmadge MAD which will provide visual neighborhood enhancements and support commercial revitalization.,125000,150000,150000,0,0,0,0,0,2010,2012,1433616,0,
2009,398,Park & Recreation,Facilities - Eng,North Park Lighting Improvement Project,39-092.0,Council District: 3; Community Plan: Greater North Park,337860,487860,This project provides for the installation of approximately 150 street lights within the boundaries of the North Park Maintenance Assessment District (MAD).,This project provides for street lights within the boundaries of the North Park MAD in accordance with the Assessment Engineer's Report.,150000,0,0,0,0,0,0,0,2010,2010,487860,0,
2009,399,Park & Recreation,Golf Course,Annual Allocation - Balboa Park Golf Course,25-025.0,Council District: 3; Community Plan: Balboa Park,0,300000,This annual alloation provides for unexpected replacement of minor capital assets on an as-needed basis at the City's Municipal Golf Course - Balboa Park.,This annual allocation will provide for a capital assets cost-avoidance program allowing for timely replacement of unanticipated failure of golf capital assets.,300000,0,0,0,0,0,0,0,2010,2010,300000,0,
2009,400,Park & Recreation,Golf Course,Annual Allocation - Mission Bay Golf Course and Practice Center,25-026.0,Council District: 6; Community Plan: Mission Bay Park,0,300000,This annual allocation provides for unexpected replacement of minor capital assets on an as-needed basis at the City's Municipal Golf Course - Mission Bay.,This annual allocation will provide for a capital assets cost-avoidance program allowing for timely replacement of unanticipated failure of golf capital assets.,300000,0,0,0,0,0,0,0,2010,2010,300000,0,
2009,401,Park & Recreation,Golf Course,Annual Allocation - Torrey Pines Golf Course,25-023.0,Council District: 1; Community Plan: University,0,300000,This annual allocation provides for unexpected replacement of minor capital assets on an as-needed basis at the City's Municipal Golf Course - Torrey Pines.,This annual allocation will provide for a capital assets cost-avoidance program allowing for timely replacement of unanticipated failure of golf capital assets.,300000,0,0,0,0,0,0,0,2010,2010,300000,0,
2009,402,Park & Recreation,Golf Course,Balboa Park Golf Course - Clubhouse and Parking Lot,21-843.0,Council District: 3; Community Plan: Balboa Park,504000,8038120,"This project provides for a master plan, design, and construction of a new clubhouse and a parking lot at the Balboa Park Golf Course.",Currently the clubhouse is inadequate and there is insufficient parking available to serve users of the golf course.,634120,0,0,0,0,0,0,6900000,2010,2010,8038120,0,
2009,403,Park & Recreation,Golf Course,Balboa Park Golf Course - Irrigation System - Upgrades,25-019.0,Council District: 3; Community Plan: Balboa Park,1800000,1800000,This project provides for a new irrigation system for the 18-hole golf course at Balboa Park.,"This project provides for replacement of the existing, antiquated, deteriorated, and inefficient irrigation system.",0,0,0,0,0,0,0,0,,,1800000,0,
2009,404,Park & Recreation,Golf Course,Balboa Park Golf Course: Concrete Step and Hand Railing Replacement,25-008.0,Council District: 3; Community Plan: Balboa Park,250000,250000,This project provides for replacement of wooden steps with concrete steps and hand railings on the 18-hole golf course at Balboa Park.,"Replacement of existing, worn wooden steps with concrete steps and hand rails is needed for safety precautions.",0,0,0,0,0,0,0,0,,,250000,0,
2009,405,Park & Recreation,Golf Course,Mission Bay Course Golf Course - New Irrigation System,25-017.0,Council District: 6; Community Plan: Mission Bay Park,100000,100000,This project provides for a new irrigation system for the Mission Bay Golf Course and practice center.,"This project provides for replacement of the existing, antiquated, deteriorated, and inefficient irrigation system.",0,0,0,0,0,0,0,0,,,100000,0,
